epiweek,area,nhser_name,age_band,neg,pos,n,S_positive,S_negative,total,n501y
50,Somerset,South West,10-19,49.5,38.5,48,21,27,88,0.5625
48,Norfolk and Waveney Health and Care Partnership,East of England,10-19,53.5,53.5,4,2,2,107,0.5
45,Lincolnshire,Midlands,10-19,10,170,18,17,1,180,0.0555555555555556
44,Kent and Medway,South East,10-19,0,234,3,3,0,234,0
44,Dorset,South West,10-19,0,135,2,2,0,135,0
46,Suffolk and North East Essex,East of England,10-19,0,58,3,3,0,58,0
44,Somerset,South West,10-19,26,0,2,0,2,26,1
50,Cumbria and North East,North East and Yorkshire,10-19,197.666666666667,395.333333333333,3,2,1,593,0.333333333333333
49,Cornwall and the Isles of Scilly,South West,10-19,6.5,6.5,2,1,1,13,0.5
46,Cornwall and the Isles of Scilly,South West,10-19,0,34,6,6,0,34,0
47,Cornwall and the Isles of Scilly,South West,10-19,4.66666666666667,23.3333333333333,6,5,1,28,0.166666666666667
45,Cornwall and the Isles of Scilly,South West,10-19,0,34,2,2,0,34,0
48,Cornwall and the Isles of Scilly,South West,10-19,0,8,2,2,0,8,0
50,Cornwall and the Isles of Scilly,South West,10-19,0,21,3,3,0,21,0
43,Cornwall and the Isles of Scilly,South West,10-19,0,36,2,2,0,36,0
45,Cambridgeshire and Peterborough,East of England,10-19,0,103,13,13,0,103,0
43,Cambridgeshire and Peterborough,East of England,10-19,2.96774193548387,89.0322580645161,31,30,1,92,0.032258064516129
50,Cambridgeshire and Peterborough,East of England,10-19,116.923076923077,123.076923076923,39,20,19,240,0.487179487179487
48,Cambridgeshire and Peterborough,East of England,10-19,0,158,9,9,0,158,0
49,Cambridgeshire and Peterborough,East of England,10-19,30.2222222222222,105.777777777778,18,14,4,136,0.222222222222222
47,Cambridgeshire and Peterborough,East of England,10-19,0,149,11,11,0,149,0
46,Cambridgeshire and Peterborough,East of England,10-19,0,180,9,9,0,180,0
45,Suffolk and North East Essex,East of England,10-19,0,55,6,6,0,55,0
46,Norfolk and Waveney Health and Care Partnership,East of England,10-19,0,156,2,2,0,156,0
49,Shropshire and Telford and Wrekin,Midlands,20-29,5.5,60.5,60,55,5,66,0.0833333333333333
45,Shropshire and Telford and Wrekin,Midlands,20-29,15.8202247191011,160.179775280899,89,81,8,176,0.0898876404494382
47,Shropshire and Telford and Wrekin,Midlands,20-29,8.70731707317073,110.292682926829,41,38,3,119,0.0731707317073171
46,Shropshire and Telford and Wrekin,Midlands,20-29,18.9705882352941,196.029411764706,34,31,3,215,0.0882352941176471
43,Shropshire and Telford and Wrekin,Midlands,20-29,0,143,49,49,0,143,0
48,Shropshire and Telford and Wrekin,Midlands,20-29,0,112,59,59,0,112,0
44,Shropshire and Telford and Wrekin,Midlands,20-29,4.44155844155844,166.558441558442,77,75,2,171,0.025974025974026
50,Shropshire and Telford and Wrekin,Midlands,20-29,11.625,81.375,72,63,9,93,0.125
49,Sussex and East Surrey,South East,20-29,115.101449275362,93.8985507246377,138,62,76,209,0.550724637681159
45,Sussex and East Surrey,South East,20-29,37.5407407407407,324.459259259259,135,121,14,362,0.103703703703704
48,Sussex and East Surrey,South East,20-29,83.125,106.875,96,54,42,190,0.4375
43,Sussex and East Surrey,South East,20-29,7.26315789473684,337.736842105263,95,93,2,345,0.0210526315789474
47,Sussex and East Surrey,South East,20-29,82.4,226.6,135,99,36,309,0.266666666666667
44,Sussex and East Surrey,South East,20-29,0,422,6,6,0,422,0
50,Sussex and East Surrey,South East,20-29,299.003610108303,108.996389891697,277,74,203,408,0.732851985559567
46,Sussex and East Surrey,South East,20-29,75.3103448275862,428.689655172414,87,74,13,504,0.149425287356322
49,Herefordshire and Worcestershire,Midlands,20-29,1.26829268292683,50.7317073170732,41,40,1,52,0.024390243902439
46,Herefordshire and Worcestershire,Midlands,20-29,6.71428571428571,275.285714285714,42,41,1,282,0.0238095238095238
43,Herefordshire and Worcestershire,Midlands,20-29,10.7045454545455,146.295454545455,44,41,3,157,0.0681818181818182
45,Herefordshire and Worcestershire,Midlands,20-29,2.4070796460177,269.592920353982,113,112,1,272,0.00884955752212389
44,Herefordshire and Worcestershire,Midlands,20-29,0,163,46,46,0,163,0
50,Herefordshire and Worcestershire,Midlands,20-29,16,72,55,45,10,88,0.181818181818182
48,Herefordshire and Worcestershire,Midlands,20-29,0,100,24,24,0,100,0
47,Herefordshire and Worcestershire,Midlands,20-29,0,173,47,47,0,173,0
49,Kent and Medway,South East,20-29,832.213740458015,115.786259541985,393,48,345,948,0.877862595419847
45,Kent and Medway,South East,20-29,199,398,147,98,49,597,0.333333333333333
48,Kent and Medway,South East,20-29,571.55737704918,162.44262295082,244,54,190,734,0.778688524590164
47,Kent and Medway,South East,20-29,465.661016949153,257.338983050847,177,63,114,723,0.644067796610169
50,Kent and Medway,South East,20-29,1152.30127298444,176.698727015559,707,94,613,1329,0.867043847241867
43,Kent and Medway,South East,20-29,37.28,195.72,75,63,12,233,0.16
44,Kent and Medway,South East,20-29,0,368,6,6,0,368,0
46,Kent and Medway,South East,20-29,260.886363636364,622.113636363636,44,31,13,883,0.295454545454545
49,Greater Manchester Health and Social Care Partnership,North West,20-29,23.375,625.625,472,455,17,649,0.0360169491525424
45,Greater Manchester Health and Social Care Partnership,North West,20-29,35.2262467191601,2545.77375328084,1905,1879,26,2581,0.0136482939632546
47,Greater Manchester Health and Social Care Partnership,North West,20-29,21.3795712484237,1189.62042875158,793,779,14,1211,0.0176544766708701
46,Greater Manchester Health and Social Care Partnership,North West,20-29,26.593415007657,2016.40658499234,1306,1289,17,2043,0.0130168453292496
43,Greater Manchester Health and Social Care Partnership,North West,20-29,67.7511961722488,2764.24880382775,627,612,15,2832,0.0239234449760766
48,Greater Manchester Health and Social Care Partnership,North West,20-29,17.8938223938224,695.106177606178,518,505,13,713,0.0250965250965251
44,Greater Manchester Health and Social Care Partnership,North West,20-29,39.5666509656147,2760.43334903439,2123,2093,30,2800,0.0141309467734338
50,Greater Manchester Health and Social Care Partnership,North West,20-29,54.9416498993964,611.058350100604,497,456,41,666,0.0824949698189135
49,Cheshire and Merseyside,North West,20-29,8.80444444444444,274.195555555556,225,218,7,283,0.0311111111111111
45,Cheshire and Merseyside,North West,20-29,2.81967213114754,1029.18032786885,732,730,2,1032,0.00273224043715847
47,Cheshire and Merseyside,North West,20-29,5.73021582733813,525.269784172662,278,275,3,531,0.0107913669064748
46,Cheshire and Merseyside,North West,20-29,11.7081712062257,991.291828793774,514,508,6,1003,0.0116731517509728
43,Cheshire and Merseyside,North West,20-29,9.98561151079137,1378.01438848921,278,276,2,1388,0.00719424460431655
48,Cheshire and Merseyside,North West,20-29,2.775,330.225,240,238,2,333,0.00833333333333333
44,Cheshire and Merseyside,North West,20-29,7.03026481715006,1107.96973518285,793,788,5,1115,0.00630517023959647
50,Cheshire and Merseyside,North West,20-29,37.6619718309859,344.338028169014,284,256,28,382,0.0985915492957746
49,South West London Health and Care Partnership,London,20-29,179.75652173913,143.24347826087,230,102,128,323,0.556521739130435
45,South West London Health and Care Partnership,London,20-29,48,372,105,93,12,420,0.114285714285714
47,South West London Health and Care Partnership,London,20-29,60.9795918367347,271.020408163265,147,120,27,332,0.183673469387755
43,South West London Health and Care Partnership,London,20-29,12.2784810126582,472.721518987342,158,154,4,485,0.0253164556962025
48,South West London Health and Care Partnership,London,20-29,86.5822784810127,198.417721518987,158,110,48,285,0.30379746835443
50,South West London Health and Care Partnership,London,20-29,421.67617107943,219.32382892057,491,168,323,641,0.657841140529532
46,South West London Health and Care Partnership,London,20-29,68.9024390243902,496.09756097561,82,72,10,565,0.121951219512195
44,South West London Health and Care Partnership,London,20-29,0,406,9,9,0,406,0
49,Frimley Health,South East,20-29,81.9642857142857,71.0357142857143,112,52,60,153,0.535714285714286
45,Frimley Health,South East,20-29,3.24468085106383,301.755319148936,94,93,1,305,0.0106382978723404
47,Frimley Health,South East,20-29,28.6451612903226,193.354838709677,93,81,12,222,0.129032258064516
48,Frimley Health,South East,20-29,55.2782608695652,107.721739130435,115,76,39,163,0.339130434782609
43,Frimley Health,South East,20-29,12.4683544303797,184.53164556962,79,74,5,197,0.0632911392405063
50,Frimley Health,South East,20-29,221.109311740891,107.890688259109,247,81,166,329,0.672064777327935
46,Frimley Health,South East,20-29,18.5789473684211,334.421052631579,57,54,3,353,0.0526315789473684
49,Healthier Lancashire and South Cumbria,North West,20-29,24.9928315412186,342.007168458781,279,260,19,367,0.0681003584229391
45,Healthier Lancashire and South Cumbria,North West,20-29,6.94074074074074,930.059259259259,675,670,5,937,0.00740740740740741
47,Healthier Lancashire and South Cumbria,North West,20-29,15.2484076433121,516.751592356688,314,305,9,532,0.0286624203821656
46,Healthier Lancashire and South Cumbria,North West,20-29,11.2591170825336,826.740882917466,521,514,7,838,0.0134357005758157
43,Healthier Lancashire and South Cumbria,North West,20-29,9.13740458015267,1187.86259541985,262,260,2,1197,0.00763358778625954
48,Healthier Lancashire and South Cumbria,North West,20-29,10.9041095890411,387.095890410959,292,284,8,398,0.0273972602739726
44,Healthier Lancashire and South Cumbria,North West,20-29,10.9061662198391,1006.09383378016,746,738,8,1017,0.0107238605898123
50,Healthier Lancashire and South Cumbria,North West,20-29,59.9784172661871,337.021582733813,278,236,42,397,0.151079136690647
49,Staffordshire and Stoke on Trent,Midlands,20-29,8.09782608695652,289.902173913043,184,179,5,298,0.0271739130434783
45,Staffordshire and Stoke on Trent,Midlands,20-29,10.8078431372549,678.192156862745,255,251,4,689,0.0156862745098039
47,Staffordshire and Stoke on Trent,Midlands,20-29,14.6985645933014,497.301435406699,209,203,6,512,0.0287081339712919
46,Staffordshire and Stoke on Trent,Midlands,20-29,0,707,113,113,0,707,0
43,Staffordshire and Stoke on Trent,Midlands,20-29,10.6917293233083,463.308270676692,133,130,3,474,0.0225563909774436
48,Staffordshire and Stoke on Trent,Midlands,20-29,9.85714285714286,335.142857142857,210,204,6,345,0.0285714285714286
44,Staffordshire and Stoke on Trent,Midlands,20-29,23.2466367713004,624.7533632287,223,215,8,648,0.0358744394618834
50,Staffordshire and Stoke on Trent,Midlands,20-29,47.656652360515,299.343347639485,233,201,32,347,0.137339055793991
49,Coventry and Warwickshire,Midlands,20-29,18.3482142857143,118.651785714286,112,97,15,137,0.133928571428571
45,Coventry and Warwickshire,Midlands,20-29,0,389,182,182,0,389,0
47,Coventry and Warwickshire,Midlands,20-29,0,256,77,77,0,256,0
46,Coventry and Warwickshire,Midlands,20-29,0,488,70,70,0,488,0
43,Coventry and Warwickshire,Midlands,20-29,6.63461538461539,338.365384615385,104,102,2,345,0.0192307692307692
48,Coventry and Warwickshire,Midlands,20-29,4.26966292134831,185.730337078652,89,87,2,190,0.0224719101123595
44,Coventry and Warwickshire,Midlands,20-29,2.88888888888889,413.111111111111,144,143,1,416,0.00694444444444444
50,Coventry and Warwickshire,Midlands,20-29,44.2156862745098,160.78431372549,153,120,33,205,0.215686274509804
49,Hertfordshire and West Essex,East of England,20-29,142.830409356725,141.169590643275,171,85,86,284,0.502923976608187
45,Hertfordshire and West Essex,East of England,20-29,24.8630136986301,338.13698630137,146,136,10,363,0.0684931506849315
48,Hertfordshire and West Essex,East of England,20-29,58.3969465648855,166.603053435115,131,97,34,225,0.259541984732824
50,Hertfordshire and West Essex,East of England,20-29,306.391304347826,179.608695652174,322,119,203,486,0.630434782608696
47,Hertfordshire and West Essex,East of England,20-29,42.7297297297297,236.27027027027,111,94,17,279,0.153153153153153
43,Hertfordshire and West Essex,East of England,20-29,7.96153846153846,268.038461538462,104,101,3,276,0.0288461538461538
44,Hertfordshire and West Essex,East of England,20-29,0,267,20,20,0,267,0
46,Hertfordshire and West Essex,East of England,20-29,84.2,336.8,35,28,7,421,0.2
49,North West London Health and Care Partnership,London,20-29,169.047021943574,287.952978056426,319,201,118,457,0.369905956112853
45,North West London Health and Care Partnership,London,20-29,55.9615384615385,720.038461538462,208,193,15,776,0.0721153846153846
47,North West London Health and Care Partnership,London,20-29,99.5810276679842,563.418972332016,253,215,38,663,0.150197628458498
46,North West London Health and Care Partnership,London,20-29,52.68,825.32,100,94,6,878,0.06
48,North West London Health and Care Partnership,London,20-29,87.3626373626374,389.637362637363,273,223,50,477,0.183150183150183
44,North West London Health and Care Partnership,London,20-29,0,821,10,10,0,821,0
50,North West London Health and Care Partnership,London,20-29,426.176470588235,401.823529411765,612,297,315,828,0.514705882352941
43,North West London Health and Care Partnership,London,20-29,20.2627118644068,776.737288135593,236,230,6,797,0.0254237288135593
49,Mid and South Essex,East of England,20-29,169.672131147541,106.327868852459,122,47,75,276,0.614754098360656
45,Mid and South Essex,East of England,20-29,38,228,70,60,10,266,0.142857142857143
47,Mid and South Essex,East of England,20-29,53.695652173913,206.304347826087,92,73,19,260,0.206521739130435
48,Mid and South Essex,East of England,20-29,137.828571428571,130.171428571429,105,51,54,268,0.514285714285714
44,Mid and South Essex,East of England,20-29,0,186,4,4,0,186,0
50,Mid and South Essex,East of England,20-29,512.085561497326,171.914438502674,374,94,280,684,0.748663101604278
43,Mid and South Essex,East of England,20-29,5.73134328358209,186.268656716418,67,65,2,192,0.0298507462686567
46,Mid and South Essex,East of England,20-29,79.2,250.8,25,19,6,330,0.24
49,"Buckinghamshire, Oxfordshire and Berkshire West",South East,20-29,54.6,140.4,125,90,35,195,0.28
47,"Buckinghamshire, Oxfordshire and Berkshire West",South East,20-29,19.5495495495495,197.45045045045,111,101,10,217,0.0900900900900901
46,"Buckinghamshire, Oxfordshire and Berkshire West",South East,20-29,14.1666666666667,410.833333333333,90,87,3,425,0.0333333333333333
45,"Buckinghamshire, Oxfordshire and Berkshire West",South East,20-29,8.41353383458647,364.586466165414,133,130,3,373,0.0225563909774436
48,"Buckinghamshire, Oxfordshire and Berkshire West",South East,20-29,16.6329113924051,129.367088607595,79,70,9,146,0.113924050632911
43,"Buckinghamshire, Oxfordshire and Berkshire West",South East,20-29,9.68571428571429,329.314285714286,105,102,3,339,0.0285714285714286
44,"Buckinghamshire, Oxfordshire and Berkshire West",South East,20-29,18.5365853658537,361.463414634146,41,39,2,380,0.0487804878048781
50,"Buckinghamshire, Oxfordshire and Berkshire West",South East,20-29,137.613445378151,218.386554621849,238,146,92,356,0.38655462184874
49,Norfolk and Waveney Health and Care Partnership,East of England,20-29,83.75,50.25,16,6,10,134,0.625
45,Norfolk and Waveney Health and Care Partnership,East of England,20-29,15.1538461538462,181.846153846154,39,36,3,197,0.0769230769230769
46,Norfolk and Waveney Health and Care Partnership,East of England,20-29,25,225,10,9,1,250,0.1
43,Norfolk and Waveney Health and Care Partnership,East of England,20-29,5,165,34,33,1,170,0.0294117647058824
50,Norfolk and Waveney Health and Care Partnership,East of England,20-29,49.1428571428571,122.857142857143,21,15,6,172,0.285714285714286
48,Norfolk and Waveney Health and Care Partnership,East of England,20-29,43.875,73.125,8,5,3,117,0.375
47,Norfolk and Waveney Health and Care Partnership,East of England,20-29,75,75,4,2,2,150,0.5
44,Norfolk and Waveney Health and Care Partnership,East of England,20-29,0,170,8,8,0,170,0
49,Nottingham and Nottinghamshire Health and Care,Midlands,20-29,5.20863309352518,175.791366906475,139,135,4,181,0.0287769784172662
45,Nottingham and Nottinghamshire Health and Care,Midlands,20-29,0,574,68,68,0,574,0
48,Nottingham and Nottinghamshire Health and Care,Midlands,20-29,7.05035971223022,188.94964028777,139,134,5,196,0.0359712230215827
44,Nottingham and Nottinghamshire Health and Care,Midlands,20-29,10.3548387096774,631.645161290323,62,61,1,642,0.0161290322580645
43,Nottingham and Nottinghamshire Health and Care,Midlands,20-29,20.75,809.25,80,78,2,830,0.025
47,Nottingham and Nottinghamshire Health and Care,Midlands,20-29,7.8099173553719,307.190082644628,121,118,3,315,0.0247933884297521
50,Nottingham and Nottinghamshire Health and Care,Midlands,20-29,54.3529411764706,187.647058823529,187,145,42,242,0.224598930481283
46,Nottingham and Nottinghamshire Health and Care,Midlands,20-29,19.5652173913043,430.434782608696,23,22,1,450,0.0434782608695652
49,"Bristol, North Somerset and South Gloucestershire",South West,20-29,43,129,76,57,19,172,0.25
47,"Bristol, North Somerset and South Gloucestershire",South West,20-29,42.8865979381443,373.113402061856,97,87,10,416,0.103092783505155
46,"Bristol, North Somerset and South Gloucestershire",South West,20-29,53.58,839.42,250,235,15,893,0.06
43,"Bristol, North Somerset and South Gloucestershire",South West,20-29,0,883,83,83,0,883,0
48,"Bristol, North Somerset and South Gloucestershire",South West,20-29,39.6814159292035,196.318584070796,113,94,19,236,0.168141592920354
45,"Bristol, North Somerset and South Gloucestershire",South West,20-29,54.6111111111111,928.388888888889,54,51,3,983,0.0555555555555556
44,"Bristol, North Somerset and South Gloucestershire",South West,20-29,16.7454545454545,904.254545454545,55,54,1,921,0.0181818181818182
50,"Bristol, North Somerset and South Gloucestershire",South West,20-29,48.36,137.64,100,74,26,186,0.26
49,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,20-29,36.1836734693878,554.816326530612,147,138,9,591,0.0612244897959184
46,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,20-29,73.7777777777778,1918.22222222222,81,78,3,1992,0.037037037037037
43,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,20-29,30.5511111111111,1933.44888888889,450,443,7,1964,0.0155555555555556
48,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,20-29,28.3898305084746,641.610169491525,118,113,5,670,0.0423728813559322
44,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,20-29,70.4015247776366,2060.59847522236,787,761,26,2131,0.0330368487928844
47,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,20-29,22.1847133757962,1138.8152866242,157,154,3,1161,0.0191082802547771
45,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,20-29,62.8732394366197,2169.12676056338,213,207,6,2232,0.028169014084507
50,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,20-29,53.8775510204082,474.122448979592,98,88,10,528,0.102040816326531
49,North London Partners in Health and Care,London,20-29,156.886877828054,237.113122171946,221,133,88,394,0.398190045248869
45,North London Partners in Health and Care,London,20-29,20.6477987421384,448.352201257862,159,152,7,469,0.0440251572327044
47,North London Partners in Health and Care,London,20-29,46.3166666666667,350.683333333333,120,106,14,397,0.116666666666667
46,North London Partners in Health and Care,London,20-29,119.809523809524,509.190476190476,63,51,12,629,0.19047619047619
48,North London Partners in Health and Care,London,20-29,108.852071005917,183.147928994083,169,106,63,292,0.372781065088757
44,North London Partners in Health and Care,London,20-29,48.5,436.5,10,9,1,485,0.1
43,North London Partners in Health and Care,London,20-29,27.6885245901639,535.311475409836,183,174,9,563,0.0491803278688525
50,North London Partners in Health and Care,London,20-29,423.601965601966,274.398034398034,407,160,247,698,0.606879606879607
49,The Black Country and West Birmingham,Midlands,20-29,57.4626865671642,642.537313432836,536,492,44,700,0.082089552238806
45,The Black Country and West Birmingham,Midlands,20-29,19.4709141274238,1542.52908587258,722,713,9,1562,0.0124653739612188
47,The Black Country and West Birmingham,Midlands,20-29,46.8135593220339,1334.18644067797,295,285,10,1381,0.0338983050847458
46,The Black Country and West Birmingham,Midlands,20-29,21.336,1756.664,250,247,3,1778,0.012
43,The Black Country and West Birmingham,Midlands,20-29,22.7507886435331,1179.24921135647,317,311,6,1202,0.0189274447949527
48,The Black Country and West Birmingham,Midlands,20-29,34.1449814126394,800.855018587361,269,258,11,835,0.0408921933085502
44,The Black Country and West Birmingham,Midlands,20-29,15.5433070866142,1300.45669291339,508,502,6,1316,0.0118110236220472
50,The Black Country and West Birmingham,Midlands,20-29,119.40108892922,645.59891107078,551,465,86,765,0.156079854809437
49,Our Healthier South East London,London,20-29,276.193832599119,184.806167400881,227,91,136,461,0.599118942731278
45,Our Healthier South East London,London,20-29,78.8965517241379,493.103448275862,203,175,28,572,0.137931034482759
48,Our Healthier South East London,London,20-29,157.90780141844,207.09219858156,141,80,61,365,0.432624113475177
47,Our Healthier South East London,London,20-29,97.2229299363057,326.777070063694,157,121,36,424,0.229299363057325
50,Our Healthier South East London,London,20-29,631.131428571429,304.868571428571,525,171,354,936,0.674285714285714
43,Our Healthier South East London,London,20-29,22.3214285714286,602.678571428571,196,189,7,625,0.0357142857142857
46,Our Healthier South East London,London,20-29,136.6,546.4,85,68,17,683,0.2
49,"Leicester, Leicestershire and Rutland",Midlands,20-29,24.5097087378641,272.490291262136,206,189,17,297,0.0825242718446602
45,"Leicester, Leicestershire and Rutland",Midlands,20-29,5.75342465753425,834.246575342466,146,145,1,840,0.00684931506849315
48,"Leicester, Leicestershire and Rutland",Midlands,20-29,7.72511848341232,318.274881516588,211,206,5,326,0.023696682464455
44,"Leicester, Leicestershire and Rutland",Midlands,20-29,8.28260869565217,753.717391304348,92,91,1,762,0.0108695652173913
43,"Leicester, Leicestershire and Rutland",Midlands,20-29,0,849,68,68,0,849,0
50,"Leicester, Leicestershire and Rutland",Midlands,20-29,23.4818181818182,263.518181818182,220,202,18,287,0.0818181818181818
47,"Leicester, Leicestershire and Rutland",Midlands,20-29,24.8944099378882,476.105590062112,161,153,8,501,0.0496894409937888
46,"Leicester, Leicestershire and Rutland",Midlands,20-29,31.5357142857143,851.464285714286,56,54,2,883,0.0357142857142857
44,Our Healthier South East London,London,20-29,47.7272727272727,477.272727272727,11,10,1,525,0.0909090909090909
49,"Bedfordshire, Luton and Milton Keynes",East of England,20-29,104.126903553299,176.873096446701,197,124,73,281,0.370558375634518
45,"Bedfordshire, Luton and Milton Keynes",East of England,20-29,21.9032258064516,269.096774193548,93,86,7,291,0.0752688172043011
44,"Bedfordshire, Luton and Milton Keynes",East of England,20-29,0,235,33,33,0,235,0
50,"Bedfordshire, Luton and Milton Keynes",East of England,20-29,208.888888888889,214.111111111111,243,123,120,423,0.493827160493827
48,"Bedfordshire, Luton and Milton Keynes",East of England,20-29,33.8909090909091,199.109090909091,110,94,16,233,0.145454545454545
47,"Bedfordshire, Luton and Milton Keynes",East of England,20-29,38.4418604651163,222.558139534884,129,110,19,261,0.147286821705426
43,"Bedfordshire, Luton and Milton Keynes",East of England,20-29,20.1764705882353,175.823529411765,68,61,7,196,0.102941176470588
46,"Bedfordshire, Luton and Milton Keynes",East of England,20-29,0,383,27,27,0,383,0
49,East London Health and Care Partnership,London,20-29,423.596858638743,470.403141361257,382,201,181,894,0.473821989528796
45,East London Health and Care Partnership,London,20-29,91.7459016393443,769.254098360656,244,218,26,861,0.10655737704918
46,East London Health and Care Partnership,London,20-29,140.629213483146,902.370786516854,89,77,12,1043,0.134831460674157
43,East London Health and Care Partnership,London,20-29,21.2820512820513,808.717948717949,234,228,6,830,0.0256410256410256
48,East London Health and Care Partnership,London,20-29,247.741935483871,552.258064516129,310,214,96,800,0.309677419354839
47,East London Health and Care Partnership,London,20-29,141.319796954315,728.680203045685,197,165,32,870,0.16243654822335
50,East London Health and Care Partnership,London,20-29,1004.81017369727,618.18982630273,806,307,499,1623,0.619106699751861
44,East London Health and Care Partnership,London,20-29,0,786,8,8,0,786,0
49,Joined Up Care Derbyshire,Midlands,20-29,36.8571428571429,135.142857142857,70,55,15,172,0.214285714285714
45,Joined Up Care Derbyshire,Midlands,20-29,20.5301204819277,547.469879518072,83,80,3,568,0.036144578313253
46,Joined Up Care Derbyshire,Midlands,20-29,36.2352941176471,579.764705882353,17,16,1,616,0.0588235294117647
43,Joined Up Care Derbyshire,Midlands,20-29,6.86666666666667,508.133333333333,75,74,1,515,0.0133333333333333
48,Joined Up Care Derbyshire,Midlands,20-29,12.8235294117647,205.176470588235,102,96,6,218,0.0588235294117647
47,Joined Up Care Derbyshire,Midlands,20-29,9.76415094339623,335.235849056604,106,103,3,345,0.0283018867924528
44,Joined Up Care Derbyshire,Midlands,20-29,30.5205479452055,526.479452054794,73,69,4,557,0.0547945205479452
50,Joined Up Care Derbyshire,Midlands,20-29,38.2079207920792,188.792079207921,101,84,17,227,0.168316831683168
49,Northamptonshire,Midlands,20-29,23.865671641791,99.134328358209,67,54,13,123,0.194029850746269
45,Northamptonshire,Midlands,20-29,7.90322580645161,237.096774193548,62,60,2,245,0.032258064516129
47,Northamptonshire,Midlands,20-29,9,144,68,64,4,153,0.0588235294117647
44,Northamptonshire,Midlands,20-29,0,153,16,16,0,153,0
50,Northamptonshire,Midlands,20-29,41.4705882352941,146.529411764706,136,106,30,188,0.220588235294118
43,Northamptonshire,Midlands,20-29,7.2093023255814,147.790697674419,43,41,2,155,0.0465116279069767
48,Northamptonshire,Midlands,20-29,24.1666666666667,120.833333333333,42,35,7,145,0.166666666666667
46,Northamptonshire,Midlands,20-29,28.0952380952381,266.904761904762,21,19,2,295,0.0952380952380952
49,Dorset,South West,20-29,7.25925925925926,41.7407407407407,27,23,4,49,0.148148148148148
45,Dorset,South West,20-29,14.4255319148936,324.574468085106,47,45,2,339,0.0425531914893617
47,Dorset,South West,20-29,8.37735849056604,102.622641509434,53,49,4,111,0.0754716981132075
46,Dorset,South West,20-29,8.07317073170732,322.926829268293,82,80,2,331,0.024390243902439
48,Dorset,South West,20-29,9.1578947368421,48.8421052631579,19,16,3,58,0.157894736842105
43,Dorset,South West,20-29,12.1951219512195,237.80487804878,41,39,2,250,0.0487804878048781
50,Dorset,South West,20-29,37.8947368421053,42.1052631578947,38,20,18,80,0.473684210526316
49,"Humber, Coast and Vale",North East and Yorkshire,20-29,3.54054054054054,258.459459459459,74,73,1,262,0.0135135135135135
45,"Humber, Coast and Vale",North East and Yorkshire,20-29,11.1263157894737,1045.87368421053,95,94,1,1057,0.0105263157894737
43,"Humber, Coast and Vale",North East and Yorkshire,20-29,6.34653465346535,634.653465346535,202,200,2,641,0.0099009900990099
44,"Humber, Coast and Vale",North East and Yorkshire,20-29,3.28571428571429,686.714285714286,210,209,1,690,0.00476190476190476
47,"Humber, Coast and Vale",North East and Yorkshire,20-29,17.1052631578947,632.894736842105,114,111,3,650,0.0263157894736842
50,"Humber, Coast and Vale",North East and Yorkshire,20-29,35.7,202.3,40,34,6,238,0.15
48,"Humber, Coast and Vale",North East and Yorkshire,20-29,10.0606060606061,321.939393939394,66,64,2,332,0.0303030303030303
46,"Humber, Coast and Vale",North East and Yorkshire,20-29,49.7073170731707,969.292682926829,41,39,2,1019,0.0487804878048781
45,Surrey Heartlands,South East,20-29,17.55,99.45,40,34,6,117,0.15
47,Surrey Heartlands,South East,20-29,29,58,42,28,14,87,0.333333333333333
46,Surrey Heartlands,South East,20-29,29.4705882352941,137.529411764706,17,14,3,167,0.176470588235294
43,Surrey Heartlands,South East,20-29,3.95348837209302,81.046511627907,43,41,2,85,0.0465116279069767
44,Surrey Heartlands,South East,20-29,53.5,53.5,4,2,2,107,0.5
50,Surrey Heartlands,South East,20-29,83.8679245283019,43.1320754716981,106,36,70,127,0.660377358490566
48,Surrey Heartlands,South East,20-29,24.4444444444444,30.5555555555556,45,25,20,55,0.444444444444444
49,Surrey Heartlands,South East,20-29,40.9230769230769,35.0769230769231,65,30,35,76,0.538461538461538
49,Gloucestershire,South West,20-29,9.05660377358491,70.9433962264151,53,47,6,80,0.113207547169811
47,Gloucestershire,South West,20-29,3.52542372881356,100.474576271186,59,57,2,104,0.0338983050847458
46,Gloucestershire,South West,20-29,9.05660377358491,150.943396226415,53,50,3,160,0.0566037735849057
48,Gloucestershire,South West,20-29,0,90,56,56,0,90,0
43,Gloucestershire,South West,20-29,6.78571428571429,88.2142857142857,14,13,1,95,0.0714285714285714
45,Gloucestershire,South West,20-29,0,170,17,17,0,170,0
44,Gloucestershire,South West,20-29,0,165,13,13,0,165,0
50,Gloucestershire,South West,20-29,27.0120481927711,90.9879518072289,83,64,19,118,0.228915662650602
49,Birmingham and Solihull,Midlands,20-29,1.25,33.75,28,27,1,35,0.0357142857142857
