epiweek,area,nhser_name,age_band,neg,pos,n,S_positive,S_negative,total,n501y
45,Greater Manchester Health and Social Care Partnership,North West,0-9,7.68203883495146,625.317961165049,412,407,5,633,0.0121359223300971
47,Greater Manchester Health and Social Care Partnership,North West,0-9,6.8207171314741,421.179282868526,251,247,4,428,0.0159362549800797
46,Greater Manchester Health and Social Care Partnership,North West,0-9,1.61213720316623,609.387862796834,379,378,1,611,0.00263852242744063
43,Greater Manchester Health and Social Care Partnership,North West,0-9,8.95454545454546,582.045454545455,132,130,2,591,0.0151515151515152
48,Greater Manchester Health and Social Care Partnership,North West,0-9,2.87671232876712,312.123287671233,219,217,2,315,0.0091324200913242
44,Greater Manchester Health and Social Care Partnership,North West,0-9,11.7807933194154,615.219206680585,479,470,9,627,0.0187891440501044
50,Greater Manchester Health and Social Care Partnership,North West,0-9,13.8461538461538,220.153846153846,169,159,10,234,0.0591715976331361
49,Cheshire and Merseyside,North West,0-9,3.27272727272727,86.7272727272727,55,53,2,90,0.0363636363636364
47,Cheshire and Merseyside,North West,0-9,0,188,101,101,0,188,0
46,Cheshire and Merseyside,North West,0-9,4.05970149253731,267.940298507463,134,132,2,272,0.0149253731343284
43,Cheshire and Merseyside,North West,0-9,0,257,53,53,0,257,0
45,Cheshire and Merseyside,North West,0-9,1.51333333333333,225.486666666667,150,149,1,227,0.00666666666666667
48,Cheshire and Merseyside,North West,0-9,0,116,73,73,0,116,0
44,Cheshire and Merseyside,North West,0-9,0,273,191,191,0,273,0
50,Cheshire and Merseyside,North West,0-9,7.24719101123596,121.752808988764,89,84,5,129,0.0561797752808989
49,South West London Health and Care Partnership,London,0-9,66.6455696202532,50.3544303797468,79,34,45,117,0.569620253164557
50,South West London Health and Care Partnership,London,0-9,181.713541666667,69.2864583333333,192,53,139,251,0.723958333333333
48,South West London Health and Care Partnership,London,0-9,30.8571428571429,65.1428571428571,56,38,18,96,0.321428571428571
47,South West London Health and Care Partnership,London,0-9,32.3272727272727,94.6727272727273,55,41,14,127,0.254545454545455
43,South West London Health and Care Partnership,London,0-9,0,86,30,30,0,86,0
45,South West London Health and Care Partnership,London,0-9,8.44444444444444,67.5555555555556,18,16,2,76,0.111111111111111
46,South West London Health and Care Partnership,London,0-9,0,127,11,11,0,127,0
47,Frimley Health,South East,0-9,10.7142857142857,64.2857142857143,28,24,4,75,0.142857142857143
45,Frimley Health,South East,0-9,0,64,19,19,0,64,0
50,Frimley Health,South East,0-9,144.007299270073,36.992700729927,137,28,109,181,0.795620437956204
48,Frimley Health,South East,0-9,27.2340425531915,52.7659574468085,47,31,16,80,0.340425531914894
43,Frimley Health,South East,0-9,6,45,17,15,2,51,0.117647058823529
49,Frimley Health,South East,0-9,52.0227272727273,56.9772727272727,88,46,42,109,0.477272727272727
46,Frimley Health,South East,0-9,0,97,5,5,0,97,0
43,Healthier Lancashire and South Cumbria,North West,0-9,8.58823529411765,283.411764705882,34,33,1,292,0.0294117647058824
48,Healthier Lancashire and South Cumbria,North West,0-9,10.2905982905983,161.709401709402,117,110,7,172,0.0598290598290598
44,Healthier Lancashire and South Cumbria,North West,0-9,4.38888888888889,232.611111111111,162,159,3,237,0.0185185185185185
45,Healthier Lancashire and South Cumbria,North West,0-9,2.93525179856115,201.064748201439,139,137,2,204,0.0143884892086331
50,Healthier Lancashire and South Cumbria,North West,0-9,11.959595959596,136.040404040404,99,91,8,148,0.0808080808080808
46,Healthier Lancashire and South Cumbria,North West,0-9,8.54961832061069,215.450381679389,131,126,5,224,0.0381679389312977
49,Healthier Lancashire and South Cumbria,North West,0-9,6.08219178082192,104.917808219178,73,69,4,111,0.0547945205479452
49,Staffordshire and Stoke on Trent,Midlands,0-9,9.97590361445783,128.024096385542,83,77,6,138,0.072289156626506
45,Staffordshire and Stoke on Trent,Midlands,0-9,2.95833333333333,139.041666666667,48,47,1,142,0.0208333333333333
47,Staffordshire and Stoke on Trent,Midlands,0-9,4.94252873563218,210.057471264368,87,85,2,215,0.0229885057471264
46,Staffordshire and Stoke on Trent,Midlands,0-9,5.16666666666667,211.833333333333,42,41,1,217,0.0238095238095238
48,Staffordshire and Stoke on Trent,Midlands,0-9,4.1025641025641,155.897435897436,78,76,2,160,0.0256410256410256
44,Staffordshire and Stoke on Trent,Midlands,0-9,0,130,40,40,0,130,0
50,Staffordshire and Stoke on Trent,Midlands,0-9,19.0357142857143,103.964285714286,84,71,13,123,0.154761904761905
43,Staffordshire and Stoke on Trent,Midlands,0-9,0,93,17,17,0,93,0
49,Coventry and Warwickshire,Midlands,0-9,2.76056338028169,95.2394366197183,71,69,2,98,0.028169014084507
47,Coventry and Warwickshire,Midlands,0-9,0,106,32,32,0,106,0
46,Coventry and Warwickshire,Midlands,0-9,0,121,23,23,0,121,0
43,Coventry and Warwickshire,Midlands,0-9,0,53,14,14,0,53,0
45,Coventry and Warwickshire,Midlands,0-9,2.76666666666667,80.2333333333333,30,29,1,83,0.0333333333333333
48,Coventry and Warwickshire,Midlands,0-9,2.28571428571429,93.7142857142857,42,41,1,96,0.0238095238095238
44,Coventry and Warwickshire,Midlands,0-9,0,68,23,23,0,68,0
50,Coventry and Warwickshire,Midlands,0-9,9.66101694915254,85.3389830508475,59,53,6,95,0.101694915254237
49,Hertfordshire and West Essex,East of England,0-9,75.9651162790698,63.0348837209302,86,39,47,139,0.546511627906977
45,Hertfordshire and West Essex,East of England,0-9,7.90476190476191,75.0952380952381,21,19,2,83,0.0952380952380952
50,Hertfordshire and West Essex,East of England,0-9,199.059602649007,66.9403973509934,151,38,113,266,0.748344370860927
43,Hertfordshire and West Essex,East of England,0-9,7.90476190476191,75.0952380952381,21,19,2,83,0.0952380952380952
47,Healthier Lancashire and South Cumbria,North West,0-9,1.78571428571429,198.214285714286,112,111,1,200,0.00892857142857143
49,North West London Health and Care Partnership,London,0-9,90.1923076923077,119.807692307692,156,89,67,210,0.429487179487179
45,North West London Health and Care Partnership,London,0-9,11.9230769230769,143.076923076923,39,36,3,155,0.0769230769230769
48,North West London Health and Care Partnership,London,0-9,45.298969072165,123.701030927835,97,71,26,169,0.268041237113402
50,North West London Health and Care Partnership,London,0-9,186.894117647059,151.105882352941,255,114,141,338,0.552941176470588
47,North West London Health and Care Partnership,London,0-9,15.5333333333333,217.466666666667,75,70,5,233,0.0666666666666667
43,North West London Health and Care Partnership,London,0-9,12.0810810810811,136.918918918919,37,34,3,149,0.0810810810810811
46,North West London Health and Care Partnership,London,0-9,12,228,20,19,1,240,0.05
45,Mid and South Essex,East of England,0-9,8.90909090909091,40.0909090909091,11,9,2,49,0.181818181818182
48,Mid and South Essex,East of England,0-9,78.1739130434783,45.8260869565217,46,17,29,124,0.630434782608696
50,Mid and South Essex,East of England,0-9,360.5,51.5,216,27,189,412,0.875
43,Mid and South Essex,East of England,0-9,0,56,15,15,0,56,0
47,Mid and South Essex,East of England,0-9,76,57,42,18,24,133,0.571428571428571
49,Mid and South Essex,East of England,0-9,147.091954022989,43.9080459770115,87,20,67,191,0.770114942528736
49,"Buckinghamshire, Oxfordshire and Berkshire West",South East,0-9,31.258064516129,70.741935483871,62,43,19,102,0.306451612903226
45,"Buckinghamshire, Oxfordshire and Berkshire West",South East,0-9,0,64,16,16,0,64,0
48,"Buckinghamshire, Oxfordshire and Berkshire West",South East,0-9,4.58823529411765,73.4117647058823,34,32,2,78,0.0588235294117647
50,"Buckinghamshire, Oxfordshire and Berkshire West",South East,0-9,49.28,82.72,75,47,28,132,0.373333333333333
47,"Buckinghamshire, Oxfordshire and Berkshire West",South East,0-9,9.29032258064516,62.7096774193548,31,27,4,72,0.129032258064516
43,"Buckinghamshire, Oxfordshire and Berkshire West",South East,0-9,3.84210526315789,69.1578947368421,19,18,1,73,0.0526315789473684
46,"Buckinghamshire, Oxfordshire and Berkshire West",South East,0-9,20.8125,90.1875,16,13,3,111,0.1875
43,Norfolk and Waveney Health and Care Partnership,East of England,0-9,13.2,19.8,5,3,2,33,0.4
44,North West London Health and Care Partnership,London,0-9,0,139,1,1,0,139,0
49,Nottingham and Nottinghamshire Health and Care,Midlands,0-9,2.95238095238095,59.0476190476191,42,40,2,62,0.0476190476190476
45,Nottingham and Nottinghamshire Health and Care,Midlands,0-9,0,120,16,16,0,120,0
47,Nottingham and Nottinghamshire Health and Care,Midlands,0-9,5.03448275862069,67.9655172413793,29,27,2,73,0.0689655172413793
44,Nottingham and Nottinghamshire Health and Care,Midlands,0-9,17.4285714285714,104.571428571429,7,6,1,122,0.142857142857143
48,Nottingham and Nottinghamshire Health and Care,Midlands,0-9,4.875,60.125,40,37,3,65,0.075
50,Nottingham and Nottinghamshire Health and Care,Midlands,0-9,15.1276595744681,63.8723404255319,47,38,9,79,0.191489361702128
49,"Bristol, North Somerset and South Gloucestershire",South West,0-9,29.5,29.5,12,6,6,59,0.5
47,"Bristol, North Somerset and South Gloucestershire",South West,0-9,11.0714285714286,143.928571428571,28,26,2,155,0.0714285714285714
46,"Bristol, North Somerset and South Gloucestershire",South West,0-9,4.32258064516129,129.677419354839,31,30,1,134,0.032258064516129
48,"Bristol, North Somerset and South Gloucestershire",South West,0-9,28.28,72.72,25,18,7,101,0.28
45,"Bristol, North Somerset and South Gloucestershire",South West,0-9,0,137,11,11,0,137,0
44,"Bristol, North Somerset and South Gloucestershire",South West,0-9,0,94,2,2,0,94,0
50,"Bristol, North Somerset and South Gloucestershire",South West,0-9,57.8947368421053,42.1052631578947,38,16,22,100,0.578947368421053
43,"Bristol, North Somerset and South Gloucestershire",South West,0-9,0,88,2,2,0,88,0
49,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,0-9,6.925,270.075,40,39,1,277,0.025
43,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,0-9,17.5529411764706,355.447058823529,85,81,4,373,0.0470588235294118
48,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,0-9,10.0625,311.9375,64,62,2,322,0.03125
44,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,0-9,15.2272727272727,386.772727272727,132,127,5,402,0.0378787878787879
50,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,0-9,12.3783783783784,216.621621621622,37,35,2,229,0.0540540540540541
47,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,0-9,0,429,61,61,0,429,0
45,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,0-9,0,472,27,27,0,472,0
46,West Yorkshire and Harrogate (Health and Care Partnership),North East and Yorkshire,0-9,0,520,13,13,0,520,0
49,North London Partners in Health and Care,London,0-9,91.3917525773196,105.60824742268,97,52,45,197,0.463917525773196
45,North London Partners in Health and Care,London,0-9,4.04166666666667,92.9583333333333,24,23,1,97,0.0416666666666667
48,North London Partners in Health and Care,London,0-9,53.0361445783133,88.9638554216867,83,52,31,142,0.373493975903614
50,North London Partners in Health and Care,London,0-9,224.574850299401,68.4251497005988,167,39,128,293,0.766467065868264
47,North London Partners in Health and Care,London,0-9,21.6585365853659,126.341463414634,41,35,6,148,0.146341463414634
43,North London Partners in Health and Care,London,0-9,6.84615384615385,82.1538461538462,26,24,2,89,0.0769230769230769
46,North London Partners in Health and Care,London,0-9,37.5555555555556,131.444444444444,9,7,2,169,0.222222222222222
49,The Black Country and West Birmingham,Midlands,0-9,37.1573604060914,267.842639593909,197,173,24,305,0.121827411167513
45,The Black Country and West Birmingham,Midlands,0-9,8.45637583892617,306.543624161074,149,145,4,315,0.0268456375838926
47,The Black Country and West Birmingham,Midlands,0-9,10.6516853932584,463.348314606742,89,87,2,474,0.0224719101123595
46,The Black Country and West Birmingham,Midlands,0-9,16.9615384615385,424.038461538462,52,50,2,441,0.0384615384615385
43,The Black Country and West Birmingham,Midlands,0-9,11.4545454545455,240.545454545455,66,63,3,252,0.0454545454545455
48,The Black Country and West Birmingham,Midlands,0-9,23.6,330.4,105,98,7,354,0.0666666666666667
44,The Black Country and West Birmingham,Midlands,0-9,3.37179487179487,259.628205128205,78,77,1,263,0.0128205128205128
50,The Black Country and West Birmingham,Midlands,0-9,78.3141361256545,198.685863874346,191,137,54,277,0.282722513089005
46,Kent and Medway,South East,0-9,195.125,27.875,8,1,7,223,0.875
48,Our Healthier South East London,London,0-9,88.5079365079365,75.4920634920635,63,29,34,164,0.53968253968254
47,Our Healthier South East London,London,0-9,42.6923076923077,105.307692307692,52,37,15,148,0.288461538461538
50,Our Healthier South East London,London,0-9,282.276497695853,86.7235023041475,217,51,166,369,0.764976958525346
43,Our Healthier South East London,London,0-9,6.18181818181818,61.8181818181818,11,10,1,68,0.0909090909090909
49,Our Healthier South East London,London,0-9,148,60,104,30,74,208,0.711538461538462
45,Our Healthier South East London,London,0-9,2.74074074074074,71.2592592592593,27,26,1,74,0.037037037037037
46,Our Healthier South East London,London,0-9,21.6923076923077,119.307692307692,13,11,2,141,0.153846153846154
49,"Leicester, Leicestershire and Rutland",Midlands,0-9,7.59615384615385,71.4038461538462,52,47,5,79,0.0961538461538462
47,"Leicester, Leicestershire and Rutland",Midlands,0-9,4.225,164.775,40,39,1,169,0.025
45,"Leicester, Leicestershire and Rutland",Midlands,0-9,0,175,19,19,0,175,0
44,"Leicester, Leicestershire and Rutland",Midlands,0-9,0,127,10,10,0,127,0
50,"Leicester, Leicestershire and Rutland",Midlands,0-9,9.72222222222222,90.2777777777778,72,65,7,100,0.0972222222222222
48,"Leicester, Leicestershire and Rutland",Midlands,0-9,0,120,68,68,0,120,0
49,"Bedfordshire, Luton and Milton Keynes",East of England,0-9,45.1477272727273,91.8522727272727,88,59,29,137,0.329545454545455
45,"Bedfordshire, Luton and Milton Keynes",East of England,0-9,2,66,34,33,1,68,0.0294117647058824
47,"Bedfordshire, Luton and Milton Keynes",East of England,0-9,4.24,101.76,50,48,2,106,0.04
50,"Bedfordshire, Luton and Milton Keynes",East of England,0-9,121.2,80.8,120,48,72,202,0.6
48,"Bedfordshire, Luton and Milton Keynes",East of England,0-9,33.9268292682927,73.0731707317073,41,28,13,107,0.317073170731707
43,"Bedfordshire, Luton and Milton Keynes",East of England,0-9,6.5,32.5,12,10,2,39,0.166666666666667
44,"Bedfordshire, Luton and Milton Keynes",East of England,0-9,0,50,5,5,0,50,0
46,"Bedfordshire, Luton and Milton Keynes",East of England,0-9,0,113,6,6,0,113,0
49,East London Health and Care Partnership,London,0-9,188.106060606061,193.893939393939,132,67,65,382,0.492424242424242
45,East London Health and Care Partnership,London,0-9,15.1219512195122,139.878048780488,41,37,4,155,0.0975609756097561
47,East London Health and Care Partnership,London,0-9,87.4285714285714,200.571428571429,56,39,17,288,0.303571428571429
50,East London Health and Care Partnership,London,0-9,416.02523659306,211.97476340694,317,107,210,628,0.662460567823344
48,East London Health and Care Partnership,London,0-9,94.4807692307692,194.519230769231,104,70,34,289,0.326923076923077
43,East London Health and Care Partnership,London,0-9,4,160,41,40,1,164,0.024390243902439
46,East London Health and Care Partnership,London,0-9,28.1176470588235,210.882352941176,17,15,2,239,0.117647058823529
44,East London Health and Care Partnership,London,0-9,0,134,2,2,0,134,0
49,Joined Up Care Derbyshire,Midlands,0-9,23.9285714285714,43.0714285714286,28,18,10,67,0.357142857142857
45,Joined Up Care Derbyshire,Midlands,0-9,7.44444444444444,126.555555555556,18,17,1,134,0.0555555555555556
44,Joined Up Care Derbyshire,Midlands,0-9,0,119,20,20,0,119,0
50,Joined Up Care Derbyshire,Midlands,0-9,29.6428571428571,53.3571428571429,42,27,15,83,0.357142857142857
43,Joined Up Care Derbyshire,Midlands,0-9,0,112,11,11,0,112,0
48,Joined Up Care Derbyshire,Midlands,0-9,19.6,78.4,40,32,8,98,0.2
47,Joined Up Care Derbyshire,Midlands,0-9,7.69230769230769,92.3076923076923,26,24,2,100,0.0769230769230769
46,Joined Up Care Derbyshire,Midlands,0-9,0,135,2,2,0,135,0
48,Hertfordshire and West Essex,East of England,0-9,35.4285714285714,57.5714285714286,42,26,16,93,0.380952380952381
47,Hertfordshire and West Essex,East of England,0-9,23.5151515151515,73.4848484848485,33,25,8,97,0.242424242424242
46,Hertfordshire and West Essex,East of England,0-9,18.2,72.8,5,4,1,91,0.2
50,Northamptonshire,Midlands,0-9,12.2307692307692,40.7692307692308,26,20,6,53,0.230769230769231
47,Northamptonshire,Midlands,0-9,2.81818181818182,59.1818181818182,22,21,1,62,0.0454545454545455
49,Northamptonshire,Midlands,0-9,3.23076923076923,38.7692307692308,26,24,2,42,0.0769230769230769
45,Northamptonshire,Midlands,0-9,0,59,10,10,0,59,0
47,Dorset,South West,0-9,0,29,10,10,0,29,0
46,Dorset,South West,0-9,0,43,6,6,0,43,0
43,Dorset,South West,0-9,0,37,5,5,0,37,0
45,Dorset,South West,0-9,0,24,5,5,0,24,0
48,Dorset,South West,0-9,0,26,7,7,0,26,0
50,Dorset,South West,0-9,4.75,14.25,4,3,1,19,0.25
49,Dorset,South West,0-9,14,0,1,0,1,14,1
49,"Humber, Coast and Vale",North East and Yorkshire,0-9,6.91666666666667,76.0833333333333,24,22,2,83,0.0833333333333333
43,"Humber, Coast and Vale",North East and Yorkshire,0-9,4.34782608695652,95.6521739130435,23,22,1,100,0.0434782608695652
48,"Humber, Coast and Vale",North East and Yorkshire,0-9,4.25,114.75,28,27,1,119,0.0357142857142857
44,"Humber, Coast and Vale",North East and Yorkshire,0-9,7.44444444444444,126.555555555556,36,34,2,134,0.0555555555555556
50,"Humber, Coast and Vale",North East and Yorkshire,0-9,10.4285714285714,62.5714285714286,7,6,1,73,0.142857142857143
47,"Humber, Coast and Vale",North East and Yorkshire,0-9,7.91489361702128,178.085106382979,47,45,2,186,0.0425531914893617
45,"Humber, Coast and Vale",North East and Yorkshire,0-9,13.5,202.5,16,15,1,216,0.0625
49,Surrey Heartlands,South East,0-9,49.5,13.5,42,9,33,63,0.785714285714286
48,Surrey Heartlands,South East,0-9,21.2666666666667,7.73333333333333,15,4,11,29,0.733333333333333
43,Surrey Heartlands,South East,0-9,0,30,8,8,0,30,0
50,Surrey Heartlands,South East,0-9,73.8571428571429,20.1428571428571,84,18,66,94,0.785714285714286
47,Surrey Heartlands,South East,0-9,6.63157894736842,35.3684210526316,19,16,3,42,0.157894736842105
45,Surrey Heartlands,South East,0-9,7.42857142857143,18.5714285714286,7,5,2,26,0.285714285714286
46,Surrey Heartlands,South East,0-9,20.9090909090909,25.0909090909091,11,6,5,46,0.454545454545455
43,Nottingham and Nottinghamshire Health and Care,Midlands,0-9,31,93,4,3,1,124,0.25
46,Nottingham and Nottinghamshire Health and Care,Midlands,0-9,0,103,3,3,0,103,0
49,Gloucestershire,South West,0-9,5.34782608695652,35.6521739130435,23,20,3,41,0.130434782608696
47,Gloucestershire,South West,0-9,0,49,24,24,0,49,0
48,Gloucestershire,South West,0-9,0,40,25,25,0,40,0
50,Gloucestershire,South West,0-9,5,30,21,18,3,35,0.142857142857143
43,Gloucestershire,South West,0-9,0,15,1,1,0,15,0
46,Gloucestershire,South West,0-9,0,44,6,6,0,44,0
49,Birmingham and Solihull,Midlands,0-9,7,21,24,18,6,28,0.25
43,Birmingham and Solihull,Midlands,0-9,0,17,4,4,0,17,0
45,Birmingham and Solihull,Midlands,0-9,0,18,11,11,0,18,0
48,Birmingham and Solihull,Midlands,0-9,0,19,9,9,0,19,0
44,Birmingham and Solihull,Midlands,0-9,0,14,7,7,0,14,0
50,Birmingham and Solihull,Midlands,0-9,16.4210526315789,9.57894736842105,19,7,12,26,0.631578947368421
47,Birmingham and Solihull,Midlands,0-9,0,33,5,5,0,33,0
47,Devon,South West,0-9,5.06666666666667,32.9333333333333,15,13,2,38,0.133333333333333
46,Devon,South West,0-9,14.1818181818182,37.8181818181818,11,8,3,52,0.272727272727273
45,Devon,South West,0-9,25,25,2,1,1,50,0.5
48,Devon,South West,0-9,17.7272727272727,21.2727272727273,11,6,5,39,0.454545454545455
50,Devon,South West,0-9,24,24,8,4,4,48,0.5
49,Devon,South West,0-9,4,24,7,6,1,28,0.142857142857143
49,"Bath and North East Somerset, Swindon and Wiltshire",South West,0-9,6.97435897435897,61.025641025641,39,35,4,68,0.102564102564103
47,"Bath and North East Somerset, Swindon and Wiltshire",South West,0-9,10,70,16,14,2,80,0.125
46,"Bath and North East Somerset, Swindon and Wiltshire",South West,0-9,2.60606060606061,83.3939393939394,33,32,1,86,0.0303030303030303
45,"Bath and North East Somerset, Swindon and Wiltshire",South West,0-9,9.57142857142857,57.4285714285714,7,6,1,67,0.142857142857143
44,"Bath and North East Somerset, Swindon and Wiltshire",South West,0-9,0,49,3,3,0,49,0
48,"Bath and North East Somerset, Swindon and Wiltshire",South West,0-9,3.88235294117647,62.1176470588235,17,16,1,66,0.0588235294117647
50,"Bath and North East Somerset, Swindon and Wiltshire",South West,0-9,12.2,48.8,20,16,4,61,0.2
43,Northamptonshire,Midlands,0-9,0,41,7,7,0,41,0
43,South Yorkshire and Bassetlaw,North East and Yorkshire,0-9,0,226,45,45,0,226,0
47,South Yorkshire and Bassetlaw,North East and Yorkshire,0-9,0,188,21,21,0,188,0
44,South Yorkshire and Bassetlaw,North East and Yorkshire,0-9,0,218,69,69,0,218,0
48,South Yorkshire and Bassetlaw,North East and Yorkshire,0-9,4.35135135135135,156.648648648649,37,36,1,161,0.027027027027027
50,South Yorkshire and Bassetlaw,North East and Yorkshire,0-9,9.16666666666667,100.833333333333,12,11,1,110,0.0833333333333333
45,South Yorkshire and Bassetlaw,North East and Yorkshire,0-9,0,233,8,8,0,233,0
49,South Yorkshire and Bassetlaw,North East and Yorkshire,0-9,0,111,17,17,0,111,0
46,South Yorkshire and Bassetlaw,North East and Yorkshire,0-9,0,195,4,4,0,195,0
43,"Leicester, Leicestershire and Rutland",Midlands,0-9,10.3636363636364,103.636363636364,11,10,1,114,0.0909090909090909
49,Cumbria and North East,North East and Yorkshire,0-9,0,250,1,1,0,250,0
44,Cumbria and North East,North East and Yorkshire,0-9,0,279,21,21,0,279,0
45,Cumbria and North East,North East and Yorkshire,0-9,0,369,2,2,0,369,0
48,Cumbria and North East,North East and Yorkshire,0-9,120.5,120.5,2,1,1,241,0.5
46,"Leicester, Leicestershire and Rutland",Midlands,0-9,0,187,9,9,0,187,0
46,Mid and South Essex,East of England,0-9,33.6666666666667,67.3333333333333,3,2,1,101,0.333333333333333
46,"Humber, Coast and Vale",North East and Yorkshire,0-9,0,230,9,9,0,230,0
49,Hampshire and the Isle of Wight,South East,0-9,16.75,50.25,36,27,9,67,0.25
47,Hampshire and the Isle of Wight,South East,0-9,0,103,43,43,0,103,0
46,Hampshire and the Isle of Wight,South East,0-9,0,127,42,42,0,127,0
45,Hampshire and the Isle of Wight,South East,0-9,0,91,16,16,0,91,0
50,Hampshire and the Isle of Wight,South East,0-9,60.5128205128205,57.4871794871795,78,38,40,118,0.512820512820513
48,Hampshire and the Isle of Wight,South East,0-9,16.2,64.8,20,16,4,81,0.2
43,Hampshire and the Isle of Wight,South East,0-9,0,65,9,9,0,65,0
46,Cumbria and North East,North East and Yorkshire,0-9,0,444,2,2,0,444,0
44,"Buckinghamshire, Oxfordshire and Berkshire West",South East,0-9,0,55,1,1,0,55,0
43,Cumbria and North East,North East and Yorkshire,0-9,0,331,13,13,0,331,0
49,Lincolnshire,Midlands,0-9,0,58,39,39,0,58,0
48,Lincolnshire,Midlands,0-9,0,67,36,36,0,67,0
47,Lincolnshire,Midlands,0-9,0,73,19,19,0,73,0
50,Lincolnshire,Midlands,0-9,0,84,50,50,0,84,0
46,Lincolnshire,Midlands,0-9,0,65,2,2,0,65,0
48,Northamptonshire,Midlands,0-9,8.6,34.4,15,12,3,43,0.2
44,Hertfordshire and West Essex,East of England,0-9,0,59,2,2,0,59,0
44,Northamptonshire,Midlands,0-9,0,49,4,4,0,49,0
46,Northamptonshire,Midlands,0-9,0,78,4,4,0,78,0
50,Suffolk and North East Essex,East of England,0-9,33.3333333333333,16.6666666666667,3,1,2,50,0.666666666666667
49,Suffolk and North East Essex,East of England,0-9,0,44,2,2,0,44,0
43,Devon,South West,0-9,0,37,2,2,0,37,0
44,Lincolnshire,Midlands,0-9,0,27,3,3,0,27,0
48,Somerset,South West,0-9,0,21,9,9,0,21,0
47,Somerset,South West,0-9,7.5,22.5,4,3,1,30,0.25
49,Somerset,South West,0-9,0,20,5,5,0,20,0
45,Lincolnshire,Midlands,0-9,0,63,4,4,0,63,0
43,Lincolnshire,Midlands,0-9,0,45,7,7,0,45,0
43,Suffolk and North East Essex,East of England,0-9,0,35,5,5,0,35,0
47,Suffolk and North East Essex,East of England,0-9,0,27,1,1,0,27,0
46,Suffolk and North East Essex,East of England,0-9,0,22,1,1,0,22,0
49,Norfolk and Waveney Health and Care Partnership,East of England,0-9,21.3333333333333,42.6666666666667,3,2,1,64,0.333333333333333
50,Somerset,South West,0-9,12.5,12.5,10,5,5,25,0.5
