"Cornwall and the Isles of Scilly-All"&3000&4&0.98&13
"Somerset-All"&3000&4&0.98&13
"Dorset-All"&3000&4&0.98&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.99&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.98&13
"Somerset-All"&3000&4&0.98&13
"Dorset-All"&3000&4&0.98&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.99&13
"Somerset-All"&3000&4&0.99&13
"Cornwall and the Isles of Scilly-All"&6000&8&0.995&13
"Dorset-All"&3000&4&0.99&13
"Somerset-All"&3000&4&0.995&13
"Dorset-All"&3000&4&0.995&13
"Cornwall and the Isles of Scilly-All"&6000&8&0.98&13
"Somerset-All"&3000&4&0.98&13
"Dorset-All"&3000&4&0.98&13
"Somerset-All"&3000&4&0.99&13
"Dorset-All"&3000&4&0.99&13
"Cornwall and the Isles of Scilly-All"&6000&8&0.99&13
"Somerset-All"&3000&4&0.995&13
"Dorset-All"&3000&4&0.995&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.98&13
"Somerset-All"&3000&4&0.98&13
"Dorset-All"&3000&4&0.98&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.99&13
"Somerset-All"&3000&4&0.99&13
"Dorset-All"&3000&4&0.99&13
"Somerset-All"&3000&4&0.995&13
"Cornwall and the Isles of Scilly-All"&6000&8&0.995&13
"Dorset-All"&3000&4&0.995&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.98&13
"Somerset-All"&3000&4&0.98&13
"Dorset-All"&3000&4&0.98&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.99&13
"Somerset-All"&3000&4&0.99&13
"Dorset-All"&3000&4&0.99&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.995&13
"Cornwall and the Isles of Scilly-All"&6000&8&0.9975&13
"Somerset-All"&3000&4&0.995&13
"Dorset-All"&3000&4&0.995&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.98&13
"Somerset-All"&3000&4&0.98&13
"Dorset-All"&3000&4&0.98&13
"Devon-All"&3000&4&0.98&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.99&13
"Somerset-All"&3000&4&0.99&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.995&13
"Dorset-All"&3000&4&0.99&13
"Devon-All"&3000&4&0.99&13
"Somerset-All"&3000&4&0.995&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.9975&13
"Dorset-All"&3000&4&0.995&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.98&13
"Dorset-All"&3000&4&0.98&13
"Somerset-All"&3000&4&0.98&13
"Devon-All"&3000&4&0.98&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.99&13
"Dorset-All"&3000&4&0.99&13
"Somerset-All"&3000&4&0.99&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.995&13
"Devon-All"&3000&4&0.99&13
"Dorset-All"&3000&4&0.995&13
"Somerset-All"&6000&8&0.995&13
"Cornwall and the Isles of Scilly-All"&3000&4&0.9975&13
"Dorset-All"&3000&4&0.9975&13
"Cornwall and the Isles of Scilly-All"&6000&8&0.98&13
"Somerset-All"&3000&4&0.98&13
"Dorset-All"&3000&4&0.98&13
"Devon-All"&3000&4&0.98&13
"Somerset-All"&3000&4&0.99&13
"Dorset-All"&3000&4&0.99&13
"Cornwall and the Isles of Scilly-All"&6000&8&0.99&13
"Somerset-All"&3000&4&0.995&13
"Dorset-All"&3000&4&0.995&13
"Cornwall and the Isles of Scilly-All"&6000&8&0.995&13
"Devon-All"&3000&4&0.99&13
"Somerset-All"&3000&4&0.9975&13
"Dorset-All"&3000&4&0.9975&13
"Cornwall and the Isles of Scilly-All"&6000&8&0.98&13
"Dorset-All"&3000&4&0.98&13
"Somerset-All"&3000&4&0.98&13
"Devon-All"&3000&4&0.98&13
"Somerset-All"&3000&4&0.99&13
"Cornwall and the Isles of Scilly-All"&6000&8&0.99&13
"Dorset-All"&3000&4&0.99&13
"Somerset-All"&3000&4&0.995&13
"Dorset-All"&3000&4&0.995&13
"Hertfordshire and West Essex"&6000&8&0.92
"Coventry and Warwickshire"&6000&8&0.92
